content,score,,,,,,
Aplikasi kurang oke ...masa hrus instal trus KLO mau tlpn di wa kdg muncul lwat mixropon dlu,1,,,,,,
Ok👍,4,,,,,,
jelek bgt babi,1,,,,,,
Ok sangat membantu,5,,,,,,
Whatsapp sekarang banyak aturan pemblokiran akun nomor sgala.. Smkin jelek berak sekebon lah 😡😡😡,1,,,,,,
Oke,5,,,,,,
Bang kena apa whatsApp nya aku pencet keluar mulu,5,,,,,,
Nice & Good,5,,,,,,
Semenjak update Jelek karena slow respon,1,,,,,,
Terhubung untuk semua kontak di dunia,5,,,,,,
Sepi bangat gaada yg ngechat,4,,,,,,
Tidak Bermanfaat Kembalikan yang semula,1,,,,,,
Kadang kadang suka bgt leg padAhal jaringan bagus dan penyimpanan banyak Dan saya udh aupdate WhatsApp yang baru dan belum ke aupdate sama sekali,4,,,,,,
kenapa WhatsApp saya tidak ada perubahan? masih saja seperti tahun² sebelumny sedangkn yang punya teman saya sudah banyak sekali perubahannya.,5,,,,,,
Aplikasi ini sangat bagus untuk berkomunikasi karna itu saya memberi bintang lima pada aplikasi WhatsApp messenger ini,5,,,,,,
Ok,5,,,,,,
sangat baik dan bagus sekali,5,,,,,,
sangatt menarikk,5,,,,,,
"tolong jangan sering sering diperbarui fitur diwhattsap karna lebih bagusan fitur WhatsApp yang dulu, sekarang lebih ribet tidak praktis",1,,,,,,
Wa sekarang jelek kenapa ada spam,1,,,,,,
"WhatsApp sekarang aneh harus selalu di update dulu prasaan kaloga di update ttp bisa buka WhatsApp, makin kesini makin kesana , gasuka sama fitur WhatsApp skrg",2,,,,,,
Maksutnya panggilan gagal tu apa?,1,,,,,,
ko wa gwe belum update update ya🗿,1,,,,,,
Oke bagus,5,,,,,,
Mantap,3,,,,,,
"Aplikasi rusakkk, buat status vidio walaupun resolusi 4k juga kalo update story nya di WhatsApp jadi burik, ngapain ada fitur story vidio klo ujung²nya jadi burik, update bukannya jadi lebih bagus malah tambah rusak, dev dongo",1,,,,,,
Ok,5,,,,,,
Puasss sekali,5,,,,,,
"gaje banget tiba"" ga bisa bikin status make foto kalo make video bisa kata wa nya maaf file ini tidak tersedia di telepon anda",1,,,,,,
Bagus jaman sekarang jauh dari keluarga bisa vc,5,,,,,,
Hasil status video atau foto selalu burik kalo di android. Sekalipun pakai s23 ultra 😮‍💨,1,,,,,,
"kadang saya tidak bisa mengirim pesan, padahal saya sudah menggunakan wifi tapi tetap tidak bisa, dan data seluler juga tidak bisa.",5,,,,,,
lebih bagus mantapp dan canggih,5,,,,,,
Kapan bakal ada update HD post story..... Selalu saja buram setelah di post,1,,,,,,
punyaku gabisa apdet,4,,,,,,
Suka eror,4,,,,,,
mantap,5,,,,,,
Gak jelas sering ke ban ajg ah ini WhatsApp sekarang,1,,,,,,
Bagus,5,,,,,,
Lemot,5,,,,,,
Susah,4,,,,,,
Sangat memuaskan,3,,,,,,
WA saya tidak ada fitur like,4,,,,,,
Di whatsApp tidak ada saluran vidio atau pengikut nyaa..,2,,,,,,
Jeleg bat resolusi nya,4,,,,,,
Mau daftar aja susah kali gara gara di spam spam aja samapai ganti hp udah ganti hp pun gak bisa pakai whats aap,1,,,,,,
Tolong turunkan mb nya,5,,,,,,
Aplikasi whatApp susah harus splikasi yg dulu dihapus gmn caranya,3,,,,,,
Susan kotabaru Gimana caranya mndonlot aplikasi whattsApp,3,,,,,,
kenapa tiba tiba wa saya kena spam padahal Saya tidak melakukan spam kepada siapa pun di kontak saya tolong kembalikan akun saya min,1,,,,,,
Sekarang whatsAp aneh masa ngg nagpa ngpain tiba tiba nomer di blokir ngg ke dulu lgi sekarang whatsAp kurng bgus,5,,,,,,
mntap,5,,,,,,
WhatsApp sekarang bener2 Ga jelas Tentang masalah Akun terblokir Padahal Cuman Chet ibu saya tiba2 akun terblokir karena spam tolong di perbaiki lagi,1,,,,,,
Kenapa tiap berapa jam akun whatsapp saya di blokir terus???? Dulu awal2 saya pakai whatsapp meta tidak pernah ada kendala.. Tapi makin kesini malah kacau!!!!!!!,1,,,,,,
Kurang bagus,5,,,,,,
Bagus,5,,,,,,
Wa,5,,,,,,
Whatsapp nya kehapus lalu gimana nomber kehapus ga,5,,,,,,
tidak dapat di perbarui,5,,,,,,
Kapan akun whastapp ku bisa di update biar lebih keren barisan story nya 😊,5,,,,,,
Oke bagus,5,,,,,,
No aku kenapa kena blok terus padahal akun resmi dan wa dipake buat ngerjain tugas sekolah..,1,,,,,,
whatsapp bikin fitur musik dong biar kayak instagram gitu biar makin afdol,2,,,,,,
Saya belum mencoba,5,,,,,,
Ok,5,,,,,,
Aplikasi jelek gak guna jadul bejat,5,,,,,,
Statusnya acakk.. Ngga suka.. Kmbalikan k spt semula lg donk.,2,,,,,,
Mengapa WhatsApp gak lengkap sekarang,1,,,,,,
Aku tahu nya klo numpang dldalam merasa nyaman nggak brising Ac segar sosestemnya halus didengar,5,,,,,,
cewe suka bilang Y,1,,,,,,
Saya ingin memberi masukan. Mungkin bisa mengadakan fitur live chat saat sedang video call. Overall apknya sangat bagus,5,,,,,,
"Whatsapp sekarang jelek bngt sih pdhal no HP baru masa gk bisa di gunakan, saya juga udh laporan ke whatsapp tpi ttp jha gk bisa di gunakan, kata nya whatsapp nya kena spam, pdhal kn no HP baru,, bnr2 jelek Whatsapp sekrang mah, payah bngt",1,,,,,,
Gabut😂😂,5,,,,,,
WhatsApp stress kena spam melulu,1,,,,,,
Okokok,5,,,,,,
Punya gua gk bisa love in story padahal punya temen bisa,2,,,,,,
Whatsap saya di non aktifkan kenapa tolong saya minta bantuannya,5,,,,,,
Ok,5,,,,,,
Oke,5,,,,,,
Mengapa saya tidak bisa menggunakan aplikasi ini karena verifikasi tidak menyetujui nomor saya tersebut bantu diperbaiki segera atau skrng,1,,,,,,
sangat membentu untuk komunikasi buat chat/curhat ke teman/kerabat yg dekat,5,,,,,,
ok,5,,,,,,
The best,4,,,,,,
"aplikasi whatsapp sekarang aneh bener,,akun saya di sepam terus tiap hari kenapa ya padahal saya gak melanggarvketentuan whatsapp",5,,,,,,
WhatsApp terbaik hehe🥰,5,,,,,,
Tolol WhatsApp,1,,,,,,
"Aplikasi jadi sangat berat bahkan sampai 3GB, tidak perlu banyak penambahan fitur, cukup maksimalkan yang ada agar lebih efisien dan taktis, UI penting agar tidak bosan, selebihnya saya berlebihan fiturnya",1,,,,,,
Menyimpan kontak kok gak bisa yaa,5,,,,,,
pas tlponan kok gaada suaranya rusak ya?,1,,,,,,
Se,5,,,,,,
Oke,5,,,,,,
Kenapa saat memasukkan nomor selalu ada pemberitahuan bahwa whatsapp tidak resmi?,2,,,,,,
Wehhh kenapa gw gak bisa chattt orangg woyyy malah centang satu padahal dua dua online,1,,,,,,
Koplak pokok nya,5,,,,,,
lama d instal nya ribet d instal nya,1,,,,,,
lagusalawat,5,,,,,,
ok,5,,,,,,
Terimakasih,5,,,,,,
Bagus cuman gak bisa dibuka..,5,,,,,,
Whtsaap ni bagus sekli,5,,,,,,
"Bagus, aku sangat suka dengan apk ini 5 bintang 🌟",5,,,,,,
Siap fisik,2,,,,,,
Payah baru omongan dikit yg jorok aja kena ban punya aku gimana sih. Pdhl aku baru 1x doank 😑😑😑,1,,,,,,
Bgus,5,,,,,,
Tolong di perbaiki kena spam akun saya,2,,,,,,
Sangat bagus,5,,,,,,
Mudah kena ban,3,,,,,,
Bagus banget saya sangat menyukai aplikasi ini,5,,,,,,
Mantap pokoknya,5,,,,,,
Waktu/jam story wa orang lain tidak berurutan. Bikin bingung bintang 0 buat wa yang skrg,1,,,,,,
"Semakin update, kualitas unggah video di story juga semakin jelek. Padahal diterapkan fitur HD, tapi malah jadi kurang efisien.",2,,,,,,
"Ko punya saya, udah di update tapi ga ke whatsapp versi baru?",2,,,,,,
Mempermudah kita,4,,,,,,
WA tidak terbuka harus terhubung dengan facebook,5,,,,,,
Jujur saya emosi donlot ini tapi gada yang wa,1,,,,,,
Sangat bagus,5,,,,,,
Kurang bagus,5,,,,,,
padahal udah di update tapi kenapa masih belum ada like nya ya ga kaya orng lain,1,,,,,,
mantap,5,,,,,,
Saya kasih bintang 5 deh,5,,,,,,
Mantul,5,,,,,,
Saat saya meng update WhatsApp tidak ada perubahan,1,,,,,,
"tolong kenapa wa saya tiba"" ada tulisan meng instal padahal apk nya udah di instal",5,,,,,,
Baik buat hubungan jarak jauh yaa,5,,,,,,
Layanan nya masih tetap bagus terimakasih,5,,,,,,
Trimz,5,,,,,,
Bagus hapus b agussd,5,,,,,,
"kenapa muncul "" anda memerlukan WhatsApp versi resmi untuk masuk""",1,,,,,,
Smga tambah enak kalau update,4,,,,,,
. .. nanti. .,5,,,,,,
Coba di kasih efek di kamera video call nya,5,,,,,,
Sangat tidak bagus sy sudah ba apdet lagi tpi tetap tidak ad lov lov ny,1,,,,,,
H wderi,5,,,,,,
Kok WA nya g bisa di buka?,5,,,,,,
Kebanyakan iklan,1,,,,,,
oc,3,,,,,,
Memperbanyak kawan,1,,,,,,
Aplikasi WhatsApp Messenger ini sangat membantu saya 👍👍👍👍👍,5,,,,,,
Sangat memuaskan,5,,,,,,
apalah wa asuuuuuuu bege gua masukin tementemen gua ke grub doang ajg ke banned spam ajg ajg bego tolol,1,,,,,,
OK,5,,,,,,
"Aplikasi WA sekarang kurang baik, alangkah baiknya aplikasi WA yg lama aja lebih simpel dan enak di gunakan",5,,,,,,
"Udah bilang hp lama saya mati gak bisa masuk wa, padahal nomer aktif dan ada pada saya saya masukkan ke hp baru tetep gak bisa masuk.",1,,,,,,
Ismilah,5,,,,,,
Ok,5,,,,,,
Tapi kalou temen saya ngirim video foto gak bisa,5,,,,,,
lebih di tingkatkan lagi dari segi mode update status untuk kualitas kamera di status burem,5,,,,,,
Kenapa sekarang notifikasi nya jadi gak keliatan di atas layar kalo ada pesan masuk. Setelah update ko malah buruk bukan nya makin bagus. Guna nya komunitas untuk apa. Ini aplikasi komunikasi loh bukan aplikasi berita,1,,,,,,
Bisa waan,5,,,,,,
Baik,5,,,,,,
0ke,5,,,,,,
Manfaat,5,,,,,,
Bagus👍👍👍,5,,,,,,
"Whastsap sekarang banyak iklan judi online di saluran, sangat mereshkan",1,,,,,,
Josss,5,,,,,,
Bagussssss,5,,,,,,
Laq banget padahal kuota saya bagus,1,,,,,,
"jelek banget plis, ini kembaliin lagi wa yang dulu",3,,,,,,
Baik,5,,,,,,
Tambahkan pengaturan untuk memblokir pesan Spam atau nomor yang tidak di kenal .,3,,,,,,
Ok,5,,,,,,
Bagus...😁,5,,,,,,
Bagus banget,5,,,,,,
Jos,4,,,,,,
"Dowlond melulu,klu bisa jgn dowlond melulu ,pasti bagus",3,,,,,,
makin di update makin banyak iklan ni whatsapp babi betul,1,,,,,,
Bagus,5,,,,,,
Kenapa WhatsApp saya tidak ada like nya,1,,,,,,
mantap sukses selalu,5,,,,,,
Kenapa whatsapp tidak mau bagus,2,,,,,,
bagus,5,,,,,,
Beh,5,,,,,,
Sangat membantu dan nyaman di pake,5,,,,,,
Yaman,5,,,,,,
Bug keluar keluar sendiri tolong di perbaiki,1,,,,,,
Enak wa istri di rumah nanya kabar anak gi mana keadaanya,5,,,,,,
Ok,5,,,,,,
aplikasi terbagus,5,,,,,,
"kenapa di WhatsApp saya tidak ad fitur like status nyaaa,kenapaa di mohon untuk memperbarui nya",2,,,,,,
WhatsApp sekarang sangat buruk . Tiba2 tidak bisa digunakan karena spam . Siapa juga yang spam ?? Tolong diperbaiki WhatsApp menjadi seperti dulu lagi,2,,,,,,
mengapa tidak dapat masuk ke aplikasi dan menyatakan bahwa versi whatsapp yang saya install tidak resmi sedangkan saya install melalui playstore,1,,,,,,
Sangat pusd,5,,,,,,
Mantap,5,,,,,,
Bagus,5,,,,,,
👍,5,,,,,,
Pa yeyen sitorus,1,,,,,,
Terimakasih wa slalu berkembang lebih baik. Tp tolong kembalikan status wa dgn posisi kebawah spt biasanya....ga enak liat kotak2,4,,,,,,
Saya ingin mendapatkan sw yg bisa di lik,5,,,,,,
TOLONG DONG MUNCULIN FITUR LOVE NYA PADAHAL UDAH DI UPDATE TAPI TETEP TIDAK ADA. MOHON DI BANTU!!!!,1,,,,,,
nice,5,,,,,,
Tolong di perbaiki wa nya kadang suka keluar sendiri wa nya ngebug tolong di perbaiki minn,5,,,,,,
Lebih bagus yg versi lama,1,,,,,,
Kenapa tidak bisa download WhatsApp,3,,,,,,
"Sering susah buat update story, kirim foto, kirim video pdhal sinyal aman",1,,,,,,
Update tan wa yang terbaru saat panggilan telepon tulisan bisukan nya masih tetap ada padahal sudah diaktifkan lagi suara si penelepon nya tolong dihilangkan tulisan tersebut biar ketahuan apakah si penelepon masih membisukan panggilan atau enggaknya terimakasih,2,,,,,,
Knpa bikin waatshap ini ngak bisa,4,,,,,,
Gk bisa daftar wa nya,1,,,,,,
"baru juga sehari di update hrs update yg baru lg, klo ga update tanggal hrs ubah dimundurin, dah gitu stiap kali update menambah besar data, lama"" data apl whatsapp sbesar google😡 minggu"" kedepan akan ada update trbaru lg, hmm membosankan!!! tp ulasan sy ini jga gk bakal dihiraukan o/ developer☹",1,,,,,,
Makasi sudah menciptakan aplikasi ini saya sangat suka,5,,,,,,
Top,5,,,,,,
"tolong WhatsApp di benerin ya, saya sudah ganti nomor 3 kali tapi masih belum dapet kode verifikasi, saya putus asa banget, di wa banyak dokumen penting saya buat sekolah, tolong WhatsApp bantuanya",1,,,,,,
Sangat membantu,5,,,,,,
Good application,5,,,,,,
Tolong aktifkan vakum Ko,1,,,,,,
Iy,5,,,,,,
"hapus fitur saluran!!!! banyak saluran slot berkeliaran, dan tidak di blokir!!!",1,,,,,,
Bagus cik,5,,,,,,
Apk nya jelek,5,,,,,,
Kebanyakan cacicu,1,,,,,,
Good,4,,,,,,
Kenapa sih nomor WA saya terblokir tapi saya gak ada buat apa apa tiba tiba ada pesan akun anda terblokir saya cobak ganti kartu tapi gak bisa lagi aduh gimana ini,1,,,,,,
"WA sekarang sering kena spam, padahal hp sdh di ganti, tolong perbaikan nya. Dan sekarang yang saya alami WA tidak bisa login",3,,,,,,
Kenapa nomor wa punyaku dispam,1,,,,,,
Sangat baik If,5,,,,,,
"apaan WhatsApp di hp saya gak ada fitur saluran nya, tapi di hp temen saya ada semua, padahal WhatsApp di hp saya udah versi yang paling baru",3,,,,,,
Nice,5,,,,,,
Bagus bgt,5,,,,,,
Maksih bantu saya ok.,5,,,,,,
Mantap..😅🙏,5,,,,,,
tambahin fitur kirim audio di salutan wa,3,,,,,,
Jonin yamarmar Joni Joni,1,,,,,,
Aplikasi ini oke banget buat di gunakan,4,,,,,,
Bukan membaik malah jadi aneh minta veripikasi terus,1,,,,,,
Bagus sekali aplikasinya,5,,,,,,
Gambar/vidio di saya burik selalu walaupun udh hidupim fitur HD status tetep blur dan fitur HD di wa saya seperti visual saja,1,,,,,,
"plss , kmbaliin no/akun wa ku yng lmaa.. penting' soalnyaa",2,,,,,,
bagus terpercaya,5,,,,,,
bgus,5,,,,,,
Bagus ini aplikasi,5,,,,,,
"sangat"" aneh baru masuk langsung ke baned spam padahal baru daftar wkwk",1,,,,,,
Jngn di update mulu anj gk kuat hp gue,1,,,,,,
Baiklah,5,,,,,,
kenapa WhatsApp saya kena spam berkali-kali,5,,,,,,
Bete bngt semua aplikasinya nga bsa d bka dan mau donlod wa sama yg lainnya d play stror nga bsa . Mohon petunjuknya dong,5,,,,,,
Okok,5,,,,,,
hallo pihak WhatsApp messenger tolong di pertinjaukan untuk masalah banned saya tidak ngapa ngapain kebanned spam,5,,,,,,
Sy sangat kehilangan berat kalau sy di pisahkan dgn whatsApp Messenger,5,,,,,,
aplikasi ini sangat membantu untuk berkomunikasi jarak jauh dari keluarga,5,,,,,,
Proses inisialisasi terlalu lama,1,,,,,,
Hallo team whatsapp Tolong munculkan fitur like di status saya Saya sudah pakai versi terbaru terimakasih,4,,,,,,
kenapa wa saya selalu kna spam atau kena blokir.,2,,,,,,
Ok,5,,,,,,
Dak 7 mare,5,,,,,,
Ok,5,,,,,,
"sedihh, masa wa aku gaada fitur like sw kaya orang' sii",4,,,,,,
Bagus banget,5,,,,,,
Sangat 🤟🤟🤟,4,,,,,,
"seseorang telah menggunakan whatsApp saya tanpa izin,mohon agar di pulihkan kembali. karna akun whatsApp saya sangat penting bagi saya Terima kasih.",1,,,,,,
RaiSYan,4,,,,,,
Mantap,4,,,,,,
𝑆𝑎𝑛𝑔𝑎𝑡 𝑏𝑎𝑔𝑢𝑠,5,,,,,,
Gooooood,5,,,,,,
Good,5,,,,,,
Bagus sangat puas,5,,,,,,
Baik,5,,,,,,
Bagus dn ok,3,,,,,,
Kemarin udah sya update masa selang 2 hri udah harus di update lg,3,,,,,,
"Aplikasi gajelas mau chat orang aja malah di ban gara-gara ke detect spam, pdhl baru chat ""P"" doang hadeh aneh aplikasi semakin di update tidak bermutu👎👎👎",1,,,,,,
Alap,5,,,,,,
ok mntap,4,,,,,,
Sangat bermanfaat,5,,,,,,
Aplikasi ini sangat membantuku,4,,,,,,
apa ini?,1,,,,,,
Good Comunication to Day...👍,5,,,,,,
Hilangi spam,5,,,,,,
Kok belum update yaa,1,,,,,,
bug Mulu wa nya hrs wa resmi pdhl dh wa resmi,1,,,,,,
Wa saangat buruk Mudah kena spam,1,,,,,,
APK Whatsapp messenger ini sngat bagi & membantu untuk kita semua 👍👍👍,5,,,,,,
Bagus banget 😃,5,,,,,,
Wa jelek bangeet,1,,,,,,
Keren,5,,,,,,
Terima kasih WhatsApp,5,,,,,,
Bagai mana ini saya tidak bisa di buka ada tulisan akun ini tidak bisa lagi menggunakan wa,1,,,,,,
dua dulu masih tarap dicoba,4,,,,,,
Wah aku suka dengan aplikasi ini,5,,,,,,
🙏🏻,5,,,,,,
Memberikan kemudahan dalam memberikan akses informasi ataupun kabar dari orang lain,5,,,,,,
tbtb gbs puter vid pcr gua,1,,,,,,
Tolong dong masa saya sudah mengkaitkan akun saya dengan email masa tidak ada fitur kirim otp lewat email,1,,,,,,
wowwwwwww,5,,,,,,
Kurangin lagi bintang nya Genre storynya gk sesuai gak urut waktu postinganya di whatsap saya,1,,,,,,
Mantap,4,,,,,,
terbaik lah,5,,,,,,
Ok,5,,,,,,
Kurang baguss,4,,,,,,
Status nya tolong tampilkan waktu status orang-orang,1,,,,,,
Bergunaaa bgttt,5,,,,,,
Tampilan status makinn tidak jelas aja,1,,,,,,
"Nyesel ku update,setelah update efek yang ada di wa malah nggk ada",1,,,,,,
Yuliana,5,,,,,,
mantaaaap,3,,,,,,
Saya suka aplikasi ini,4,,,,,,
"WhatsApp sekarang kenapa sering ngelag ketika mau bikin status (berbentuk video) pasti ga sesuai sama video yg aslinya ,jadi videonya stuck disitu aja",2,,,,,,
"Suka bngt aplikasi ini...komunikasi makin lancar bareng teman,kluarga dan orang"" terdekat",5,,,,,,
Mau ku update whatsapp nyaa kok nggak bisaa yaaa gimana iniiii nggak bisa di update,3,,,,,,
Kenapa saya nomer yang sudah tersimpan di WhatsApp selalu jadi numer baru,3,,,,,,
ini knpa wa saya kok kena blokir spam chat si ini akun wa nya di pake buat kerja sangat penting ini🙏,5,,,,,,
Best App..,5,,,,,,
Kisrno,1,,,,,,
"saya udah update whatsapp, tapi sampai sekarang fitur like story di whatsapp saya ga muncul",1,,,,,,
"WhatsApp saya terblokir sementara sudh 2 kali, padahal saya tidak pakai WhatsApp mood ataupun GB",4,,,,,,
Selalu update,3,,,,,,
Sanngat membantu,5,,,,,,
"Selagi masih tanpa iklan,anda aman",5,,,,,,
"apk nya bagus , sayangnya gaada yg mau sama gua jdi kga begitu berguna apknya .",5,,,,,,
Wa gw di blokkk,1,,,,,,
Cak mano ini gak bisa lohh,3,,,,,,
Baik,5,,,,,,
Ini keren,5,,,,,,
Tampilannya jelek sekali apalagi di bagian status pliss kembalikan seperti tampilan awal,1,,,,,,
buruk.... Jelek.....,4,,,,,,
Bisah mengenal banyak orang,5,,,,,,
Bagus,5,,,,,,
suka ban,1,,,,,,
Tingkatkan kualitas nyh,5,,,,,,
Kenapa sw saya tidak muncul di salahsatu kontak. Pddahal tidak diprivas,4,,,,,,
Ini sangat membantu untuk berkomunikasi yang jangkauannya sangat jauh,5,,,,,,
Eeq emg,3,,,,,,
Ayo dong whatsapp beri fitur vc yang full hd,1,,,,,,
Jelek,5,,,,,,
Karena bagus,3,,,,,,
Ok,5,,,,,,
Bosir,1,,,,,,
🤷‍♀️,5,,,,,,
bagus,5,,,,,,
PLEASE PULIH KAN AKUN WA SAYAAAA,5,,,,,,
Mntap,1,,,,,,
"kenapa whatsapp skrg suka kena spam mulu ya, padahal saya gaprnh spam, dan butuh 24jam untuk memulihkan kembali!!?",1,,,,,,
Sangat baik,5,,,,,,
Sanguan,5,,,,,,
Wow aku jadi bisa wea mama dan papa aku wow,5,,,,,,
Bagus sih tapi sring banget ngebug trus sring upsate jadi kadang ngeleg² padahal hp saya baik baik saja,5,,,,,,
Makasi wa aku jadi bisa like story crush aku😁,5,,,,,,
Jelekkkk,1,,,,,,
Baik,5,,,,,,
Whatsapp ini sangat keren,5,,,,,,
Pengalaman saya bagus,5,,,,,,
Knp watshap sy TDK dizinkn mhn pninjauanya sy sngt bth watshapp,5,,,,,,
Saya sangat senang dengan hasil WhatsApp ini,5,,,,,,
Padahal udah tak update biar bisa menyukai story orang lain tapi ko gabisa ya,5,,,,,,
gajelas wa nya pas awal kena spam grub ga di kenal trs abis itu malah wa harus resmi padahal uda resmi,1,,,,,,
"tolong dong pihak WhatsApp untuk fitur foto kirim 1x lihat dihapus, sekarang pacar saya malah ngirim foto 1x dilihat trus tolong dihapus saja",2,,,,,,
Bagus,5,,,,,,
Makin sini makin busuk setiap mau vc atau yang biasa selalu menghubungkan terus padahal sinyal bagus wifi + data,1,,,,,,
bermanfaat,5,,,,,,
Topp,5,,,,,,
Senang sekali,5,,,,,,
Bagus,5,,,,,,
Bagus,5,,,,,,
Ada channel judi online sudah di laporkan masih di biarkan,1,,,,,,
Sangatt efektif untuk komunikasi🌟,5,,,,,,
"Mohon untuk di perbaiki kualitas gambar , ketika membuat story menjadi HD, kualitas gambar udah hd ketika di buat story jadi pecah / blur",3,,,,,,
Thank you bagus banget!!!,5,,,,,,
Good,5,,,,,,
Cat,5,,,,,,
eror,1,,,,,,
Keren,5,,,,,,
"Tolong maksimal file yang dikirim jangan hanya sebatas 16 MB dong, jadi sulit saya",5,,,,,,
Setelah di update tidak dapat login,1,,,,,,
Tidak bisa meng intal yutuf ni,3,,,,,,
Anda sudah bikin aplikasi sebagus ini kk.tapi klo bisa lebihan bagus dan lebih keren lagi dong k kasih tampilan yg berbeda ada tema nya warna tampilan dan tulisan nya harus banyak model nya k. emot yg keren lagi dong kk.sering di bahuin tapi nga ada beda nya k.biar nga gampang bosan tampilan nya kk.,5,,,,,,
Sangat memuaskan,5,,,,,,
Ance bana,4,,,,,,
Lemot,1,,,,,,
Versi lawas,5,,,,,,
Bisa chat tan dengan teman,5,,,,,,
Mantap,5,,,,,,
Tidak bisa,1,,,,,,
Sangat bagus,5,,,,,,
Simpan kontak wa aplikasi,5,,,,,,
Mantap,5,,,,,,
Kembalikan story WA seperti dulu.,1,,,,,,
"Kenapa WA skrg kalau bikin sw video atau foto gambar nya selalu pecah? jd ngeblur min, solusi nya gimana?",4,,,,,,
Dia enak untuk ngecet ngecet,5,,,,,,
Terima kasih....,5,,,,,,
Bagus,5,,,,,,
kebiasaan banget bug gabisa kirim sticker,4,,,,,,
Sanagat bagus aplikasinya,5,,,,,,
Bagus,5,,,,,,
yang bener laa wa masa udah di read ga centang biru padahal ceweku udah read bikin orang berpikir aneh ajaa,1,,,,,,
Buka distr ibutor,5,,,,,,
Sangat bagus,5,,,,,,
Ok,5,,,,,,
Tolong di perbaiki ini knpa ya WA skrng kdng kada ad notifikasi nya padahal notifikasi saya udh di aktif,1,,,,,,
Bagus,5,,,,,,
Knp WA sya tidk bisa di pke?,1,,,,,,
jelek jelek. udah 100% tetep aja gak keinstal!!!👎👎,1,,,,,,
wa eror,1,,,,,,
Wa tolol,1,,,,,,
Puas,5,,,,,,
Sangat membantu banget,5,,,,,,
"Tolong yaa, saya mau update tapi kok gk bisa di instal",1,,,,,,
aplikasi ini tidak bisa di buka saat WhatsApp saya terblokir,3,,,,,,
"Kepada pihak whatsapp tolonglah untuk menghapus fitur mengirim foto/video sekali lihat, itu saja masalahnya lainnya mantap👍 Tetap saya kasih B5.",5,,,,,,
Ok,5,,,,,,
Mntap,5,,,,,,
Ok,1,,,,,,
Bagus Fifif,5,,,,,,
Baguss,2,,,,,,
Wa skrng aneh tiba² kena spam. Mohon di perbaiki,1,,,,,,
Lumayan mantap,3,,,,,,
bagus,1,,,,,,
Oke,5,,,,,,
Sangat baek,3,,,,,,
WA enggk bisa dibuka pdh udh pake data khat juga udh dibersihkan tetapaja enggkbisa dibuka kendalanya apa ya,5,,,,,,
Bagus,5,,,,,,
Banyak update,2,,,,,,
Update,5,,,,,,
Bagus,3,,,,,,
Kenapa sy tidak bisa masuk WhatsApp,1,,,,,,
Aduhh Wa saya kenapa ya gk bisa di gunakan?,1,,,,,,
Good,5,,,,,,
Watsap tidak berpungsi d acunt saya bikin masalah terus tentang apk watsap,2,,,,,,
"Tolong dong ini wa makin lama jgn makin aneh ,mana SW jamnya ngacakk pula..diperbarui lg dong ke mode awall aja jgn kek gitu fiturnya.",4,,,,,,
saya suka,5,,,,,,
Dev tolong hapus mode 1x lihat🙏,5,,,,,,
Baik,5,,,,,,
Ok,5,,,,,,
Aplikasinya bagus,5,,,,,,
Bagus,5,,,,,,
"wa gjls masa nomor gua diblok dgn alesan spam,pdhl ngga trus pas udah ganti nomor baru pun masih aja diblok dgn alesan yang sama,(spam) tolong kasih penjelasan.",1,,,,,,
😁,5,,,,,,
WhatsApp saya waktu story nya tidak beraturan setelah diupdate,1,,,,,,
udh di perbaruhi belom juga muncul whsap yg sekarang,3,,,,,,
Dzhde,4,,,,,,
KEMBALIKAN WA YANG DULU.,1,,,,,,
Susah mendonlot,5,,,,,,
WhatsApp ini bagus banget keren cuyy mantap deh coba kalian download,5,,,,,,
keren sekali karna bisa menghubungkan orng yng jauh,5,,,,,,
Sangat recomen,5,,,,,,
Jos,5,,,,,,
Bagusss,5,,,,,,
Alus,5,,,,,,
Aplikasi dana itu sangat bagus untuk di pakai nya,5,,,,,,
bisa ga no saya jangan di spam truss cape soalnya ini no buat sekolah!!!!!!,1,,,,,,
Wa sanga bagus👍,5,,,,,,
Mantap,5,,,,,,
"Admin tolong untuk fitur sekali lihat dihapus saja, saya sering sudah dibuka belum sempat dilihat sudah kepencet kembali.... Terima kasih",4,,,,,,
P bisa buk pak,5,,,,,,
"Setelah update sekarang bukan makin bagus, kalau lihat status orang lain sekarang berantakan, masa status yang terbaru ada di bawah sedangkan status yang kemarin masih ada posisi teratas, tolong di perbaikin lagi masih banyak bug nya.",1,,,,,,
Bagus,5,,,,,,
Bagus tapi harus nya whatsapp itu offline,5,,,,,,
"wa gw kenapa anjir tiba"" ke ban cok",1,,,,,,
makin lama makin aneh ni apk,1,,,,,,
"kasihh bintang 1 dulu,tolong dah tuh fitur lu yg foto sekali kirim di ilangin aja sumpah ga bermanfaat bagi para lelaki yg mau lihat keindahan bintang, lu ilangin tuh fitur sekali kirim eug kasih bintang 5 dahhh",1,,,,,,
"gabisa di update ih,gabisa nge like sw,padahal orang"" bisa🙄🙄🙄🙄",1,,,,,,
Sangattt jelekkk 🐒,1,,,,,,
Bagus utk panggilan,5,,,,,,
"WhatsApp saya jadi mudah ke blokir, saat ngechat orang blm di baca langsung di telepon jadi ke blokir",1,,,,,,
buka wa,5,,,,,,
